greycat	rogue	In addition to being the primal game of nethack's genre, Rogue is also a character class.  The rogue is always chaotic, but may be human or orc.  The rogue can achieve Expert skill in dagger, knife, short sword, crossbow, dart, two-weapon combat (!) and bare-handed combat.  They get a backstab bonus against fleeing monsters with single weapons.
Chilliwack	rogue	They can become skilled in broadsword, long sword, scimitar, saber, club, mace, and shuriken, and in divination, escape, and matter spells.
greycat	rogue	Rogues are stealthy from the time they set foot in the Dungeons of Doom, and they learn Searching at level 10.
paxed	rogue	Rogue rank titles: Footpad (xplvl 1-2), Cutpurse (3-5), Rogue (6-9), Pilferer (10-13), Robber (14-17), Burglar (18-21), Filcher (22-25), Magsman/Magswoman (26-29), Thief (30)
greycat	rogue	The final level of the rogue quest requires trickery to complete. See {rogue quest}.
CydeWeys	rogue	When attacking a fleeing monster, a rogue gets a 1d(XL) damage bonus, unless they are twoweaponing.
Eidolos	rogue	Magicbane is a good wish for a Rogue. They're probably going to get Expert in daggers, and its athame Elbereth ability makes backstabbing a tactical nuke. Don't forget the magic attack effects, curse absorption, and MR, either!
Zeffrin	rogue	Eaten: rogue   Nutr: 400   Effects: Human
tweek__	ascension_for_dummies_2	Handle cockatrice or chickatrice corpses with extreme caution. Do not kick them without boots. Do not pick them up without gloves. If you wield one (to stone enemies) do not explore an area while wielding it - you might fall in a pit. Do not consort with a succubus or incubus or attack a nymph (they might take off your gloves) while wielding it.
tweek__	ascension_for_dummies_2	Do not hit a 'trice bare-handed. If a 'trice leaves a corpse, do not let a monster use it against you - if you can't pick it up or kick it around, and you don't want to wait around for it to rot, at least engrave Elbereth underneath it, or move a boulder onto it. Do not explore a level while blinded, especially one where you've just killed a 'trice, if you're not wearing gloves (you'll feel it)..
tweek__	ascension_for_dummies_2	Use 'm' to move around a level without feeling objects on the ground if you are blind and are not wearing gloves. Do not try to walk over a 'trice corpse that is on ice or if you have fumbling boots on. If you see a 'trice corpse and want to grab it, check (with ^) to make sure it did not die by falling into a pit.
tweek__	ascension_for_dummies_2	If you get a message like "You are slowing down.", you are turning to stone. Cast Stone to Flesh on yourself, quaff a potion of acid, eat an acidic corpse, or #pray. (Most ascension kits contain a lizard corpse, which never rot, for this purpose.) Many corpse-related stonings are instadeaths, however! Above all: DO NOT eat a cockatrice or a chickatrice!
DGMavn	plane_of_earth	see {elemental_planes}
dtype	geryon	A resonably high level demon lord, who is only summoned, and is resistant to fire and poison only. He has claw/physical, and sting/strdraining attacks.
joshk	geryon	He's lawful, so stick around Asmodeus, Baalzebub, or Dispater to have a shot at meeting this strapping young lad.
greycat	venus	The neutral god of the Ranger.
hacken_	wand_of_sleep	Base cost: 175. Shares Engrave message with Wand of Death: "The bugs on the floor stop moving."
itsblah	mr	see {magic resistance}
dtype	giant_beetle	Diff 6, Lvl 5. These relatively easy creatures are slow(6), but have a 3d6 attack. Hit them from range or with decent melee, though, and you'll finish them quickly. They nearly always leave corpses, which are poisonous.
Kitten	giant_beetle	Poisonous but may grant poison resistance ("You feel healthy.")
Zeffrin	giant_beetle	Eaten: giant beetle   Nutr: 10   Effects: Poisonous     Intrinsic: Poison: 33%
dasunt	t-shirt	Made of cloth, offers no AC drop if unenchanted, and will cause shopkeepers to exploit you if not hidden under armour!  Yah!
paxed	t-shirt	You can read T-shirts.
cjfp	t-shirt	You don't need to bother fireproofing them, as the base AC is 0 to start with.
CydeWeys	t-shirt	Costs 2 zorkmids and weighs 5.
paxed	convert	If you convert to another alignment before you've done your quest, the game becomes unwinnable, and the best you can do is escape the dungeon with The Book and The Candelabrum.
paxed	convert	Helm of Opposite Alignment doesn't help, as your quest leader detects your real alignment through it.
tsuteiuQ	convert	Conversion happens when you attempt to convert an altar (by doing #offer) while your alignment is negative.
jilles	convert	Conversion also happens when offering a unicorn of your alignment on an altar of another alignment.
paxed	protection_racket	A way of playing the beginning game, where you'll try to reach the Minetown while still being on experience level 1, so you can buy protection from the priest cheaply.
dasunt	protection_racket	Probably one of the better ways of dying, but some classes tend to be better at pulling this off then others.  Healers, with their potions and high amount of starting money is a good example.
Zadir	protection_racket	There is a way to do this later on in the game, with a means of draining your own level (Wraiths are ok for this, but pile on the armor so they don't do much damage, important since you'll have low health afterwards, and remove ALL your magic cancellation so that they can still drain your level), and at least 3200 gold (the most needed for 9 levels of AC at XL 1). Bring your level drain tool, or lure the wraith..he
Zadir	protection_racket	to the nearest priest, make a safe spot (Burned Elbereth or a dropped scare monster scroll), and either throw the drain level tool <, or let the wraith hit you, while keeping a careful eye on your health. Wraiths do 1d6 damage AFTER the level drain, so keep that in mind and have full health before each drain at levels under 5.
Zadir	protection_racket	Ideally, you'll want to have the safe square next to the altar that the priest is roaming around, and the temple walls intact, so try to either kill any nearby burrowers before starting (usually dwarves, if this is in minetown), or patch any holes with boulders, to prevent monster interference.
Zadir	protection_racket	If you want to do it right away, try choosing dwarf or gnome for your starting race, then the majority of gnomes and dwarves that spawn in the mine will be peaceful, easing your descent to minetown.
aristotle73	scroll_of_gold_detection	see {gold_detection}
paxed	aklys	A thonged club.
SheeEttin	aklys	No relation to the garment.
SheeEttin	aklys	Deals 1d6/1d3 damage (small/large monster).
Sgep	vomits_violently_and_drops_dead	A monster attempted to swallow Death.
braindancer	your_skin_itches	You read a scroll of destroy armor, or a monster cast it on you, while you were wearing none.
billnye	your_skin_itches	...or maybe you're just allergic to read-IDing scrolls?
CydeWeys	orange_dragon	See {dragon}
Zeffrin	orange_dragon	Eaten: orange dragon   Nutr: 1500   Intrinsic: Sleep: 100%
dasunt	m	Prefix: 'm'  Usage:  m[yuhjklbn]  Move in a direction without picking up objects or fighting (even if you remember a monster there).  Assumes vi keys on.
dasunt	m	Prefix: 'M'  Usage:  M[yuhjklbn]  Move far, no pickup.
dasunt	m	Monster: 'm'  Mimics.  Includes large and giant variants.  Usually hiding as another symbol.
dasunt	m	Monster: 'M'  Mummies, or, things too old to eat or sacrifice.  Varieties are kobold, gnome, orc, dwarf, elf, human, ettin and giant.
dasunt	m	Command: 'Meta-m'  Same as '#monster'.
paxed	regeneration	This will make you regain 1 hp per turn, but will also increase your food consumption, except when gained via an artifact.
anselmus	regeneration	All characters regenerate naturally 1 point every so many turns, shortened by XL.
Mucknert	bags	see {bag}
greycat	athena	The lawful goddess of the Healer's pantheon.
GreyKnight	cockatrice_egg	A fun tactic is to find a safe place, polymorph into a (female) cockatrice, and lay a bunch of eggs. Shove them into a sack before they hatch, and keep them there until they stack when taken out. Wield and smack monsters for petrifying fun!
GreyKnight	cockatrice_egg	You can also throw or use a sling if you need to, but this has a much higher chance of missing.
GreyKnight	cockatrice_egg	They can be safely handled without wearing gloves, as all the nastiness is in the yolk.
GreyKnight	cockatrice_egg	Not recommended people food.
Sebbe	nethack_addiction	<Rodney> player (Val Hum Fem Neu), 457 points, killed by a newt, while helpless <player> Now it's payback time... - 3 months pass - <Rodney> player (Val Hum Fem Neu), 10448 points, killed by a newt, while helpless
JoshJ	start_scumming	see {startscumming}
raxvulpine	troll_farming	If you want to collect lots of deathdrops without having people harsh on you for farming puddings, try troll farming! Trolls can death-drop items each time they regenerate, and so you can get a lot of loot from a troll if you're patient.
raxvulpine	troll_farming	If you have carnivorous pets, they will eat the troll corpses, and there goes the family farm, so be sure to keep your cats and dogs locked away. If the troll is too high-level for you, use Stormy or the Staff to drain them down.
raxvulpine	troll_farming	If the troll isn't coming back to life quick enough for you, No Problem! Zap it with a wand of undead turning. For maximum efficiency, line up a few troll corpses for this.
raxvulpine	troll_farming	The best place to do this is likely the barbarian quest, where there are a lot of trolls just waiting to be looted, but anywhere you can reverse gencoide trolls is a fine place to get started.
greycat	armor_weight	All DSMs: 40. plate mail: 450. crystal plate mail: 450. bronze plate mail: 450. splint mail: 400. banded mail: 350. dwarvish mithril-coat: 150. elven mithril-coat: 150. chain mail: 300. orcish chain mail: 300. scale mail: 250. studded leather armor: 200. ring mail: 250. orcish ring mail: 250. leather armor: 150. leather jacket: 30. all shirts: 5.
SpeedEvil	roaring_of_an_angry_bear	An owlbear or bugbear just hit a bear trap.
billnye	vault_guard	See {gold_vault}
Nifrith	nifrith	Was never killed by a kitten.
Nifrith	nifrith	Was killed by itsblah.
Nodey	absolute_beginner's_guide	See The Absolute Beginner's Guide for NetHack at http://www.melankolia.net/nethack/nethack.guide.html
Vino	?omm	Scroll of Magic Mapping
Eidolos	bribery	You can bribe a member of the Yendorian army (soldier, sergeant, lieutenant, or captain) by throwing gold at him. You cannot bribe watchmen or watch captains.
